flow_id,iat,packet_length,direction,dns_type
39,0.0,75,0,0
39,0.04225301742553711,91,1,1
40,0.0,97,0,0
40,0.00030112266540527344,862,1,1
41,0.0,75,0,0
41,0.05066800117492676,91,1,1
42,0.0,97,0,0
42,0.0003600120544433594,862,1,1
43,0.0,75,0,0
43,0.04874110221862793,103,1,1
44,0.0,82,0,0
44,0.00026416778564453125,976,1,1
45,0.0,108,0,0
45,0.0034580230712890625,108,1,1
46,0.0,201,0,0
46,0.0006508827209472656,151,1,1
47,0.0,162,0,0
47,0.004661083221435547,304,1,1
48,0.0,227,0,0
48,0.00624394416809082,1488,1,1
49,0.0,82,0,0
49,0.0012631416320800781,152,1,1
50,0.0,82,0,0
50,0.0012519359588623047,152,1,1
51,0.0,82,0,0
51,0.001001119613647461,152,1,1
52,0.0,86,0,0
52,0.09372091293334961,228,1,1
53,0.0,85,0,0
53,0.010198831558227539,460,1,1
54,0.0,79,0,0
54,0.004639863967895508,503,1,1
55,0.0,93,0,0
55,0.0044100284576416016,813,1,1
56,0.0,86,0,0
56,0.02025294303894043,544,1,1
57,0.0,100,0,0
57,0.01915884017944336,753,1,1
58,0.0,86,0,0
58,0.009440898895263672,244,1,1
59,0.0,94,0,0
59,0.011341094970703125,467,1,1
60,0.0,94,0,0
60,0.011888980865478516,467,1,1
61,0.0,120,0,0
61,0.010309934616088867,913,1,1
62,0.0,120,0,0
62,0.011658906936645508,913,1,1
63,0.0,90,0,0
63,0.004548072814941406,223,1,1
64,0.0,91,0,0
64,0.16435623168945312,107,1,1
65,0.0,91,0,0
65,0.16878294944763184,119,1,1
66,0.0,91,0,0
66,0.17076802253723145,107,1,1
67,0.0,91,0,0
67,0.16458797454833984,119,1,1
68,0.0,91,0,0
68,0.17085886001586914,107,1,1
69,0.0,91,0,0
69,0.16521000862121582,119,1,1
70,0.0,91,0,0
70,0.17188811302185059,107,1,1
71,0.0,91,0,0
71,0.167496919631958,119,1,1
72,0.0,90,0,0
72,0.004583120346069336,125,1,1
73,0.0,103,0,0
73,0.0027260780334472656,240,1,1
74,0.0,91,0,0
74,0.09374380111694336,551,1,1
75,0.0,91,0,0
75,0.09287786483764648,551,1,1
76,0.0,91,0,0
76,0.09541702270507812,550,1,1
77,0.0,91,0,0
77,0.09423303604125977,550,1,1
78,0.0,103,0,0
78,0.003983974456787109,368,1,1
79,0.0,105,0,0
79,0.09412717819213867,860,1,1
80,0.0,105,0,0
80,0.09265494346618652,859,1,1
81,0.0,105,0,0
81,0.09534502029418945,859,1,1
82,0.0,105,0,0
82,0.09610700607299805,860,1,1
83,0.0,91,0,0
83,0.014390945434570312,389,1,1
84,0.0,91,0,0
84,0.012253999710083008,377,1,1
85,0.0,92,0,0
85,0.004606008529663086,378,1,1
86,0.0,92,0,0
86,0.010020017623901367,390,1,1
87,0.0,141,0,0
87,0.0024919509887695312,318,1,1
88,0.0,129,0,0
88,0.0026171207427978516,894,1,1
89,0.0,129,0,0
89,0.0020999908447265625,894,1,1
90,0.0,122,0,0
90,0.0021359920501708984,122,1,1
91,0.0,120,0,0
91,0.000579833984375,1798,1,1
92,0.0,82,0,0
92,0.02074885368347168,98,1,1
93,0.0,82,0,0
93,0.03840804100036621,110,1,1
94,0.0,82,0,0
94,0.01466512680053711,145,1,1
95,0.0,82,0,0
95,0.01691913604736328,98,1,1
96,0.0,82,0,0
96,0.040448904037475586,110,1,1
97,0.0,82,0,0
97,0.04290580749511719,98,1,1
98,0.0,82,0,0
98,0.030670166015625,110,1,1
99,0.0,82,0,0
99,0.059721946716308594,145,1,1
100,0.0,83,0,0
100,0.03679203987121582,99,1,1
101,0.0,83,0,0
101,0.024426937103271484,111,1,1
102,0.0,83,0,0
102,0.017959117889404297,146,1,1
103,0.0,83,0,0
103,0.010573863983154297,99,1,1
104,0.0,83,0,0
104,0.0804741382598877,111,1,1
105,0.0,83,0,0
105,0.03014993667602539,146,1,1
106,0.0,83,0,0
106,0.02648305892944336,99,1,1
107,0.0,83,0,0
107,0.030864953994750977,111,1,1
108,0.0,83,0,0
108,0.04234194755554199,146,1,1
109,0.0,91,0,0
109,0.0247650146484375,91,1,1
110,0.0,93,0,0
110,0.0756220817565918,331,1,1
111,0.0,93,0,0
111,0.15138602256774902,197,1,1
112,0.0,79,0,0
112,0.051100969314575195,335,1,1
113,0.0,79,0,0
113,0.024302005767822266,142,1,1
114,0.0,79,0,0
114,0.023127079010009766,142,1,1
115,0.0,82,0,0
115,0.01984405517578125,145,1,1
116,0.0,82,0,0
116,0.032824039459228516,530,1,1
117,0.0,82,0,0
117,0.04833817481994629,145,1,1
118,0.0,82,0,0
118,0.028898000717163086,338,1,1
119,0.0,82,0,0
119,0.04308605194091797,530,1,1
120,0.0,82,0,0
120,0.04595780372619629,145,1,1
121,0.0,79,0,0
121,0.023992061614990234,79,1,1
122,0.0,82,0,0
122,0.029513835906982422,145,1,1
123,0.0,82,0,0
123,0.06007504463195801,82,1,1
124,0.0,82,0,0
124,0.029614925384521484,145,1,1
125,0.0,87,0,0
125,0.027237892150878906,150,1,1
126,0.0,87,0,0
126,0.0338740348815918,87,1,1
127,0.0,101,0,0
127,0.07574105262756348,997,1,1
128,0.0,87,0,0
128,0.030746936798095703,150,1,1
129,0.0,82,0,0
129,0.4836711883544922,82,1,1
130,0.0,96,0,0
130,0.02529001235961914,608,1,1
131,0.0,96,0,0
131,0.07886409759521484,992,1,1
132,0.0,96,0,0
132,0.045996904373168945,159,1,1
133,0.0,87,0,0
133,0.028390169143676758,87,1,1
134,0.0,101,0,0
134,0.05563187599182129,613,1,1
135,0.0,101,0,0
135,0.06111621856689453,997,1,1
136,0.0,101,0,0
136,0.03954792022705078,164,1,1
137,0.0,79,0,0
137,0.07223081588745117,79,1,1
138,0.0,93,0,0
138,0.07100296020507812,1117,1,1
139,0.0,93,0,0
139,0.05563998222351074,156,1,1
140,0.0,93,0,0
140,0.0291140079498291,156,1,1
141,0.0,82,0,0
141,0.8324840068817139,145,1,1
142,0.0,82,0,0
142,0.20737791061401367,82,1,1
143,0.0,82,0,0
143,0.00251007080078125,145,1,1
144,0.0,82,0,0
144,0.06948518753051758,82,1,1
145,0.0,96,0,0
145,0.05161905288696289,159,1,1
146,0.0,84,0,0
146,0.03376197814941406,116,1,1
147,0.0,84,0,0
147,0.20835018157958984,140,1,1
148,0.0,84,0,0
148,0.8979029655456543,147,1,1
149,0.0,95,0,0
149,0.04601001739501953,151,1,1
150,0.0,95,0,0
150,0.09476113319396973,127,1,1
151,0.0,95,0,0
151,0.027519941329956055,371,1,1
152,0.0,95,0,0
152,0.11137199401855469,141,1,1
153,0.0,95,0,0
153,0.1929771900177002,95,1,1
154,0.0,95,0,0
154,0.04038095474243164,415,1,1
155,0.0,95,0,0
155,0.03349113464355469,136,1,1
156,0.0,95,0,0
156,0.050305843353271484,123,1,1
157,0.0,95,0,0
157,0.16713500022888184,153,1,1
158,0.0,95,0,0
158,0.045754194259643555,230,1,1
159,0.0,138,0,0
159,0.11257386207580566,154,1,1
160,0.0,138,0,0
160,0.03618907928466797,166,1,1
161,0.0,138,0,0
161,0.03846597671508789,201,1,1
162,0.0,317,0,0
162,0.09477019309997559,333,1,1
163,0.0,317,0,0
163,0.0682530403137207,345,1,1
164,0.0,80,0,0
164,0.521047830581665,96,1,1
165,0.0,80,0,0
165,0.021765947341918945,108,1,1
166,0.0,80,0,0
166,0.044126033782958984,143,1,1
167,0.0,85,0,0
167,0.02599787712097168,101,1,1
168,0.0,85,0,0
168,0.049809932708740234,113,1,1
169,0.0,85,0,0
169,0.06575489044189453,148,1,1
170,0.0,90,0,0
170,0.06738090515136719,106,1,1
171,0.0,90,0,0
171,0.06104278564453125,118,1,1
172,0.0,90,0,0
172,0.3341209888458252,153,1,1
173,0.0,95,0,0
173,0.07873296737670898,123,1,1
174,0.0,95,0,0
174,0.08352112770080566,158,1,1
175,0.0,100,0,0
175,0.7092721462249756,116,1,1
176,0.0,100,0,0
176,0.18460297584533691,128,1,1
177,0.0,100,0,0
177,0.09405803680419922,163,1,1
178,0.0,105,0,0
178,0.07972598075866699,121,1,1
179,0.0,105,0,0
179,0.049508094787597656,133,1,1
180,0.0,105,0,0
180,0.019690990447998047,168,1,1
181,0.0,110,0,0
181,0.09977102279663086,126,1,1
182,0.0,110,0,0
182,0.10329699516296387,138,1,1
183,0.0,110,0,0
183,0.007899999618530273,173,1,1
184,0.0,115,0,0
184,0.0606229305267334,131,1,1
185,0.0,115,0,0
185,0.18483495712280273,143,1,1
186,0.0,115,0,0
186,0.009638071060180664,178,1,1
187,0.0,102,0,0
187,0.046035051345825195,118,1,1
188,0.0,102,0,0
188,0.028789997100830078,130,1,1
189,0.0,102,0,0
189,0.04113507270812988,165,1,1
190,0.0,111,0,0
190,0.02585601806640625,127,1,1
191,0.0,111,0,0
191,0.10993599891662598,139,1,1
192,0.0,111,0,0
192,0.02684783935546875,174,1,1
193,0.0,87,0,0
193,0.00937795639038086,103,1,1
194,0.0,87,0,0
194,0.148881196975708,115,1,1
195,0.0,87,0,0
195,0.027317047119140625,150,1,1
196,0.0,87,0,0
196,0.026929855346679688,103,1,1
197,0.0,87,0,0
197,0.07089996337890625,115,1,1
198,0.0,87,0,0
198,0.06941103935241699,150,1,1
199,0.0,87,0,0
199,0.025748014450073242,103,1,1
200,0.0,87,0,0
200,0.03542804718017578,115,1,1
201,0.0,87,0,0
201,0.15943002700805664,150,1,1
202,0.0,90,0,0
202,0.06801199913024902,106,1,1
203,0.0,90,0,0
203,0.033083200454711914,118,1,1
204,0.0,90,0,0
204,0.09044694900512695,153,1,1
205,0.0,86,0,0
205,0.008661985397338867,102,1,1
206,0.0,86,0,0
206,0.04593300819396973,114,1,1
207,0.0,86,0,0
207,0.03566098213195801,149,1,1
208,0.0,89,0,0
208,0.022639036178588867,105,1,1
209,0.0,89,0,0
209,0.03364109992980957,117,1,1
210,0.0,89,0,0
210,0.9139769077301025,152,1,1
211,0.0,131,0,0
211,0.02564096450805664,147,1,1
212,0.0,131,0,0
212,0.04027295112609863,159,1,1
213,0.0,131,0,0
213,0.009742021560668945,194,1,1
214,0.0,133,0,0
214,0.051219940185546875,149,1,1
215,0.0,133,0,0
215,0.025326013565063477,161,1,1
216,0.0,133,0,0
216,0.02437591552734375,196,1,1
217,0.0,136,0,0
217,0.03345084190368652,152,1,1
218,0.0,136,0,0
218,0.032099008560180664,164,1,1
219,0.0,136,0,0
219,0.046878814697265625,199,1,1
220,0.0,96,0,0
220,0.02467203140258789,132,1,1
221,0.0,103,0,0
221,0.027926921844482422,144,1,1
222,0.0,101,0,0
222,0.012384891510009766,159,1,1
223,0.0,98,0,0
223,0.014107942581176758,132,1,1
224,0.0,86,0,0
224,0.01025390625,149,1,1
225,0.0,86,0,0
225,0.008905887603759766,122,1,1
226,0.0,86,0,0
226,0.015261173248291016,107,1,1
227,0.0,86,0,0
227,0.03194904327392578,193,1,1
228,0.0,86,0,0
228,0.02541208267211914,114,1,1
229,0.0,86,0,0
229,0.013815879821777344,510,1,1
230,0.0,86,0,0
230,0.012884140014648438,134,1,1
231,0.0,88,0,0
231,0.07936692237854004,275,1,1
232,0.0,88,0,0
232,0.12728309631347656,126,1,1
233,0.0,91,0,0
233,0.20448899269104004,1247,1,1
234,0.0,100,0,0
234,0.0771939754486084,147,1,1
235,0.0,155,0,0
235,0.07035994529724121,155,1,1
236,0.0,169,0,0
236,0.05876588821411133,1381,1,1
237,0.0,95,0,0
237,0.0041658878326416016,124,1,1
238,0.0,147,0,0
238,0.0044939517974853516,176,1,1
239,0.0,91,0,0
239,0.007161140441894531,154,1,1
240,0.0,75,0,0
240,0.0034601688385009766,91,1,1
241,0.0,75,0,0
241,0.0033979415893554688,103,1,1
242,0.0,91,0,0
242,0.013212919235229492,154,1,1
243,0.0,75,0,0
243,0.011976003646850586,91,1,1
244,0.0,75,0,0
244,0.0027379989624023438,103,1,1
245,0.0,86,0,0
245,0.0025839805603027344,309,1,1
246,0.0,74,0,0
246,0.003180980682373047,276,1,1
247,0.0,74,0,0
247,0.0031931400299072266,276,1,1
248,0.0,86,0,0
248,0.028840065002441406,158,1,1
249,0.0,86,0,0
249,0.02856588363647461,158,1,1
250,0.0,86,0,0
250,0.027297019958496094,149,1,1
251,0.0,86,0,0
251,0.027330875396728516,149,1,1
252,0.0,75,0,0
252,0.002928018569946289,91,1,1
253,0.0,75,0,0
253,0.002955198287963867,103,1,1
254,0.0,69,0,0
254,0.003337860107421875,85,1,1
255,0.0,69,0,0
255,0.003281116485595703,97,1,1
256,0.0,87,0,0
256,0.00592494010925293,148,1,1
257,0.0,74,0,0
257,0.0029609203338623047,90,1,1
258,0.0,74,0,0
258,0.0029921531677246094,102,1,1
259,0.0,85,0,0
259,0.0031290054321289062,116,1,1
260,0.0,87,0,0
260,0.008167028427124023,142,1,1
261,0.0,86,0,0
261,0.002708911895751953,124,1,1
262,0.0,85,0,0
262,0.0031468868255615234,127,1,1
263,0.0,85,0,0
263,0.002496957778930664,130,1,1
264,0.0,83,0,0
264,0.00267791748046875,133,1,1
265,0.0,83,0,0
265,0.0023720264434814453,136,1,1
266,0.0,84,0,0
266,0.18915677070617676,144,1,1
267,0.0,85,0,0
267,0.002588033676147461,134,1,1
268,0.0,85,0,0
268,0.002611875534057617,134,1,1
269,0.0,75,0,0
269,0.02256298065185547,147,1,1
270,0.0,75,0,0
270,0.019741058349609375,103,1,1
271,0.0,85,0,0
271,0.0027282238006591797,120,1,1
272,0.0,69,0,0
272,0.0025157928466796875,97,1,1
273,0.0,132,0,0
273,0.030016183853149414,164,1,1
274,0.0,74,0,0
274,0.10595703125,90,1,1
275,0.0,74,0,0
275,0.0027370452880859375,102,1,1
276,0.0,132,0,0
276,0.012224912643432617,171,1,1
277,0.0,132,0,0
277,0.04359292984008789,189,1,1
278,0.0,132,0,0
278,0.03050994873046875,172,1,1
279,0.0,132,0,0
279,0.017874956130981445,173,1,1
280,0.0,132,0,0
280,0.0031690597534179688,169,1,1
281,0.0,132,0,0
281,0.02877497673034668,172,1,1
282,0.0,132,0,0
282,0.02727508544921875,173,1,1
283,0.0,132,0,0
283,0.017770051956176758,173,1,1
284,0.0,132,0,0
284,0.003381013870239258,195,1,1
285,0.0,132,0,0
285,0.003320932388305664,169,1,1
286,0.0,132,0,0
286,0.003255128860473633,169,1,1
287,0.0,132,0,0
287,0.0031671524047851562,169,1,1
288,0.0,132,0,0
288,0.003159046173095703,169,1,1
289,0.0,132,0,0
289,0.003225088119506836,170,1,1
290,0.0,132,0,0
290,0.003331899642944336,186,1,1
291,0.0,132,0,0
291,0.19033002853393555,192,1,1
292,0.0,132,0,0
292,0.19700288772583008,181,1,1
293,0.0,132,0,0
293,0.0032188892364501953,181,1,1
294,0.0,132,0,0
294,0.19058489799499512,192,1,1
295,0.0,75,0,0
295,0.02154397964477539,147,1,1
296,0.0,75,0,0
296,0.04300189018249512,103,1,1
297,0.0,74,0,0
297,0.0026628971099853516,90,1,1
298,0.0,74,0,0
298,0.0026721954345703125,102,1,1
299,0.0,74,0,0
299,0.002920866012573242,90,1,1
300,0.0,74,0,0
300,0.0029289722442626953,102,1,1
301,0.0,74,0,0
301,0.002794027328491211,90,1,1
302,0.0,74,0,0
302,0.0026459693908691406,102,1,1
303,0.0,74,0,0
303,0.0026140213012695312,90,1,1
304,0.0,74,0,0
304,0.01055002212524414,118,1,1
305,0.0,82,0,0
305,0.002953052520751953,114,1,1
306,0.0,82,0,0
306,0.002964019775390625,138,1,1
307,0.0,82,0,0
307,0.007071971893310547,114,1,1
308,0.0,82,0,0
308,0.00302886962890625,138,1,1
309,0.0,74,0,0
309,0.002682924270629883,90,1,1
310,0.0,74,0,0
310,0.002691984176635742,102,1,1
311,0.0,74,0,0
311,0.0028409957885742188,90,1,1
312,0.0,74,0,0
312,0.0028579235076904297,102,1,1
313,0.0,75,0,0
313,0.0028259754180908203,91,1,1
314,0.0,75,0,0
314,0.0032579898834228516,103,1,1
315,0.0,74,0,0
315,0.002457141876220703,90,1,1
316,0.0,74,0,0
316,0.0027589797973632812,102,1,1
317,0.0,74,0,0
317,0.002902984619140625,90,1,1
318,0.0,74,0,0
318,0.002911090850830078,102,1,1
319,0.0,74,0,0
319,0.00273895263671875,90,1,1
320,0.0,74,0,0
320,0.0029871463775634766,102,1,1
321,0.0,98,0,0
321,0.003400087356567383,169,1,1
322,0.0,80,0,0
322,0.0033049583435058594,132,1,1
323,0.0,80,0,0
323,0.003267049789428711,151,1,1
324,0.0,90,0,0
324,0.06445670127868652,106,1,1
325,0.0,93,0,0
325,0.01102304458618164,157,1,1
326,0.0,93,0,0
326,0.011381387710571289,148,1,1
327,0.0,93,0,0
327,0.009765625,157,1,1
328,0.0,93,0,0
328,0.008695602416992188,148,1,1
329,0.0,94,0,0
329,0.04762148857116699,166,1,1
330,0.0,82,0,0
330,0.004606008529663086,157,1,1
331,0.0,94,0,0
331,0.03111100196838379,166,1,1
332,0.0,82,0,0
332,0.004236936569213867,157,1,1
333,0.0,94,0,0
333,0.015437126159667969,166,1,1
334,0.0,82,0,0
334,0.007300853729248047,157,1,1
335,0.0,105,0,0
335,0.07719802856445312,177,1,1
336,0.0,94,0,0
336,0.0413053035736084,166,1,1
337,0.0,82,0,0
337,0.015492916107177734,157,1,1
338,0.0,105,0,0
338,0.0051021575927734375,177,1,1
339,0.0,105,0,0
339,0.051689863204956055,177,1,1
340,0.0,93,0,0
340,0.005501270294189453,157,1,1
341,0.0,93,0,0
341,0.004178285598754883,148,1,1
342,0.0,93,0,0
342,0.00789499282836914,157,1,1
343,0.0,93,0,0
343,0.08354520797729492,148,1,1
344,0.0,93,0,0
344,0.004584550857543945,157,1,1
345,0.0,93,0,0
345,0.003915071487426758,148,1,1
346,0.0,83,0,0
346,0.005147457122802734,99,1,1
347,0.0,83,0,0
347,0.005961179733276367,111,1,1
348,0.0,144,0,0
348,0.03334450721740723,171,1,1
349,0.0,144,0,0
349,0.004812717437744141,171,1,1
350,0.0,83,0,0
350,0.01991105079650879,99,1,1
351,0.0,97,0,0
351,0.01429128646850586,138,1,1
352,0.0,93,0,0
352,0.005957841873168945,157,1,1
353,0.0,93,0,0
353,0.006287574768066406,148,1,1
354,0.0,93,0,0
354,0.012275457382202148,157,1,1
355,0.0,93,0,0
355,0.012520790100097656,148,1,1
356,0.0,93,0,0
356,0.005448102951049805,157,1,1
357,0.0,93,0,0
357,0.005742788314819336,205,1,1
358,0.0,93,0,0
358,0.005302906036376953,157,1,1
359,0.0,93,0,0
359,0.0055484771728515625,148,1,1
360,0.0,94,0,0
360,0.032451629638671875,166,1,1
361,0.0,82,0,0
361,0.00801396369934082,157,1,1
362,0.0,93,0,0
362,0.00513768196105957,157,1,1
363,0.0,93,0,0
363,0.01369786262512207,148,1,1
364,0.0,93,0,0
364,0.004626035690307617,157,1,1
365,0.0,93,0,0
365,0.0050089359283447266,148,1,1
366,0.0,94,0,0
366,0.07029986381530762,166,1,1
367,0.0,82,0,0
367,0.009222269058227539,157,1,1
368,0.0,94,0,0
368,0.020009994506835938,166,1,1
369,0.0,82,0,0
369,0.0050220489501953125,157,1,1
370,0.0,94,0,0
370,0.05266547203063965,166,1,1
371,0.0,82,0,0
371,0.010963201522827148,157,1,1
372,0.0,83,0,0
372,0.005391836166381836,99,1,1
373,0.0,83,0,0
373,0.0055925846099853516,111,1,1
374,0.0,144,0,0
374,0.3512303829193115,171,1,1
375,0.0,144,0,0
375,0.028239965438842773,171,1,1
376,0.0,83,0,0
376,0.0054247379302978516,99,1,1
377,0.0,97,0,0
377,0.03740048408508301,138,1,1
378,0.0,74,0,0
378,0.016507863998413086,139,1,1
379,0.0,75,0,0
379,0.09573507308959961,158,1,1
380,0.0,68,0,0
380,0.011286020278930664,118,1,1
381,0.0,71,0,0
381,0.01247406005859375,195,1,1
382,0.0,89,0,0
382,0.00908803939819336,170,1,1
383,0.0,75,0,0
383,0.0025339126586914062,91,1,1
384,0.0,89,0,0
384,0.006669044494628906,157,1,1
385,0.0,89,0,0
385,0.006370067596435547,157,1,1
386,0.0,72,0,0
386,0.0016949176788330078,88,1,1
387,0.0,80,0,0
387,0.06455588340759277,150,1,1
388,0.0,84,0,0
388,0.0018379688262939453,100,1,1
389,0.0,92,0,0
389,0.07971811294555664,162,1,1
390,0.0,75,0,0
390,0.06497597694396973,124,1,1
391,0.0,73,0,0
391,0.09131503105163574,163,1,1
392,0.0,86,0,0
392,0.0012581348419189453,151,1,1
393,0.0,106,0,0
393,0.3114330768585205,122,1,1
394,0.0,71,0,0
394,0.02508401870727539,87,1,1
395,0.0,71,0,0
395,0.03561115264892578,99,1,1
396,0.0,84,0,0
396,0.025938987731933594,84,1,1
397,0.0,85,0,0
397,0.021425962448120117,143,1,1
398,0.0,86,0,0
398,0.02877187728881836,144,1,1
399,0.0,87,0,0
399,0.3265819549560547,145,1,1
400,0.0,87,0,0
400,0.030904054641723633,131,1,1
401,0.0,85,0,0
401,0.017689943313598633,131,1,1
402,0.0,86,0,0
402,0.02264094352722168,142,1,1
403,0.0,85,0,0
403,0.19130992889404297,132,1,1
404,0.0,85,0,0
404,0.1955108642578125,131,1,1
405,0.0,87,0,0
405,0.04153895378112793,144,1,1
406,0.0,85,0,0
406,0.1733860969543457,126,1,1
407,0.0,71,0,0
407,0.029658079147338867,99,1,1
408,0.0,132,0,0
408,0.43949294090270996,164,1,1
409,0.0,132,0,0
409,0.539592981338501,171,1,1
410,0.0,132,0,0
410,0.3745291233062744,189,1,1
411,0.0,132,0,0
411,0.7186448574066162,188,1,1
412,0.0,132,0,0
412,0.42559814453125,179,1,1
413,0.0,132,0,0
413,0.089691162109375,174,1,1
414,0.0,73,0,0
414,0.038175106048583984,89,1,1
415,0.0,73,0,0
415,0.038475990295410156,101,1,1
416,0.0,87,0,0
416,0.013223886489868164,164,1,1
417,0.0,87,0,0
417,0.0003590583801269531,128,1,1
418,0.0,86,0,0
418,0.0003170967102050781,146,1,1
419,0.0,90,0,0
419,0.0002989768981933594,140,1,1
420,0.0,90,0,0
420,0.0002989768981933594,140,1,1
421,0.0,90,0,0
421,0.00034999847412109375,140,1,1
422,0.0,90,0,0
422,0.00031685829162597656,138,1,1
423,0.0,90,0,0
423,0.0003440380096435547,140,1,1
424,0.0,90,0,0
424,0.000331878662109375,142,1,1
425,0.0,88,0,0
425,0.031239986419677734,144,1,1
426,0.0,87,0,0
426,0.027855873107910156,134,1,1
427,0.0,87,0,0
427,0.027797937393188477,133,1,1
428,0.0,89,0,0
428,0.016882896423339844,146,1,1
429,0.0,87,0,0
429,0.03513908386230469,128,1,1
430,0.0,73,0,0
430,0.0002560615539550781,101,1,1
431,0.0,134,0,0
431,0.016100168228149414,175,1,1
432,0.0,134,0,0
432,0.0190279483795166,194,1,1
433,0.0,134,0,0
433,0.00038909912109375,194,1,1
434,0.0,134,0,0
434,0.00036597251892089844,184,1,1
435,0.0,134,0,0
435,0.0004000663757324219,184,1,1
436,0.0,134,0,0
436,0.02157902717590332,182,1,1
437,0.0,134,0,0
437,0.021973848342895508,181,1,1
438,0.0,134,0,0
438,0.021522045135498047,182,1,1
439,0.0,134,0,0
439,0.03138303756713867,190,1,1
440,0.0,134,0,0
440,0.05242800712585449,181,1,1
441,0.0,134,0,0
441,0.03216886520385742,180,1,1
442,0.0,134,0,0
442,0.023452043533325195,176,1,1
443,0.0,81,0,0
443,0.023580074310302734,97,1,1
444,0.0,81,0,0
444,0.023669004440307617,109,1,1
445,0.0,81,0,0
445,0.00024700164794921875,97,1,1
446,0.0,81,0,0
446,0.0002460479736328125,97,1,1
447,0.0,81,0,0
447,0.0002319812774658203,109,1,1
448,0.0,81,0,0
448,0.0003170967102050781,97,1,1
449,0.0,81,0,0
449,0.00025081634521484375,97,1,1
450,0.0,81,0,0
450,0.0002739429473876953,109,1,1
451,0.0,81,0,0
451,0.0002739429473876953,97,1,1
452,0.0,81,0,0
452,0.00028204917907714844,97,1,1
453,0.0,81,0,0
453,0.0002739429473876953,109,1,1
454,0.0,81,0,0
454,0.00026702880859375,97,1,1
455,0.0,81,0,0
455,0.0002779960632324219,97,1,1
456,0.0,81,0,0
456,0.0002608299255371094,109,1,1
457,0.0,81,0,0
457,0.000576019287109375,97,1,1
458,0.0,78,0,0
458,0.07480621337890625,150,1,1
459,0.0,78,0,0
459,0.0002880096435546875,106,1,1
460,0.0,88,0,0
460,0.0002930164337158203,104,1,1
461,0.0,88,0,0
461,0.048677921295166016,160,1,1
462,0.0,78,0,0
462,0.00026702880859375,150,1,1
463,0.0,78,0,0
463,0.0002269744873046875,106,1,1
464,0.0,88,0,0
464,0.00023102760314941406,104,1,1
465,0.0,88,0,0
465,0.0002288818359375,160,1,1
466,0.0,81,0,0
466,0.0002620220184326172,97,1,1
467,0.0,81,0,0
467,0.0002529621124267578,109,1,1
468,0.0,81,0,0
468,0.0003120899200439453,97,1,1
469,0.0,81,0,0
469,0.0002961158752441406,97,1,1
470,0.0,81,0,0
470,0.0002899169921875,109,1,1
471,0.0,81,0,0
471,0.0002779960632324219,97,1,1
472,0.0,78,0,0
472,0.0002689361572265625,150,1,1
473,0.0,78,0,0
473,0.0002899169921875,106,1,1
474,0.0,88,0,0
474,0.00026416778564453125,104,1,1
475,0.0,88,0,0
475,0.00025200843811035156,160,1,1
476,0.0,78,0,0
476,0.002174854278564453,150,1,1
477,0.0,78,0,0
477,0.00028014183044433594,106,1,1
